                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     83,                 0.7052,                0.41902,                0.91738,                0.95584,                 0.7464,                0.85939,                0.59856,                0.97007,                0.45664,                 1.0612,             0.00070112,             0.00070112,             0.00070112
                     84,                0.68278,                0.42187,                0.90798,                0.97675,                0.74138,                0.84843,                0.62143,                0.94266,                0.45758,                 1.0351,             0.00068528,             0.00068528,             0.00068528
                     85,                0.70628,                0.42519,                0.91558,                      1,                0.70662,                0.84965,                0.61776,                0.98599,                0.49063,                 1.0395,             0.00066944,             0.00066944,             0.00066944
                     86,                0.69303,                0.42803,                0.89378,                 0.9565,                0.75831,                0.84112,                 0.6196,                0.97521,                0.47809,                 1.0434,              0.0006536,              0.0006536,              0.0006536
                     87,                0.65591,                0.40098,                0.87163,                0.91473,                0.75862,                0.83328,                0.61634,                0.93399,                0.47481,                 1.0058,             0.00063776,             0.00063776,             0.00063776
                     88,                0.67692,                0.40917,                0.87598,                0.96791,                0.75862,                0.84077,                0.62639,                0.89195,                 0.4599,                 1.0061,             0.00062192,             0.00062192,             0.00062192
                     89,                0.64723,                0.38506,                0.87484,                0.93574,                0.75328,                 0.8476,                0.61988,                 0.9108,                0.45665,                  1.005,             0.00060608,             0.00060608,             0.00060608
                     90,                0.65995,                0.38509,                0.88886,                0.92259,                0.75862,                0.84849,                0.58983,                0.94454,                0.46502,                 1.0024,             0.00059024,             0.00059024,             0.00059024
                     91,                0.66301,                0.40753,                0.88943,                0.97013,                0.75862,                0.84692,                0.61953,                0.90282,                0.47359,                 1.0016,              0.0005744,              0.0005744,              0.0005744
                     92,                0.62556,                0.40712,                0.88528,                0.97775,                0.75777,                0.86463,                0.64396,                 0.9334,                0.47388,                 1.0206,             0.00055856,             0.00055856,             0.00055856
                     93,                0.63559,                0.37594,                0.89929,                0.93547,                0.77586,                0.87569,                0.63284,                0.97369,                0.46459,                 1.0624,             0.00054272,             0.00054272,             0.00054272
                     94,                0.65907,                0.38293,                 0.8791,                 0.9371,                0.77064,                0.86928,                0.62356,                0.96736,                0.49607,                 1.0326,             0.00052688,             0.00052688,             0.00052688
                     95,                0.65945,                0.38991,                 0.9026,                0.98953,                0.75862,                0.87528,                0.65938,                0.91928,                0.46667,                 1.0006,             0.00051104,             0.00051104,             0.00051104
                     96,                0.59642,                0.37046,                0.88608,                0.96852,                0.77586,                0.87455,                0.66103,                0.91479,                 0.4823,                 1.0027,              0.0004952,              0.0004952,              0.0004952
                     97,                0.62598,                0.40327,                 0.8788,                0.97026,                0.75862,                0.86464,                0.63183,                0.95704,                 0.4759,                 1.0226,             0.00047936,             0.00047936,             0.00047936
                     98,                0.61774,                0.37674,                0.88805,                0.96903,                0.75862,                0.86953,                0.61994,                0.97677,                0.46741,                 1.0656,             0.00046352,             0.00046352,             0.00046352
                     99,                0.57822,                0.36324,                0.87996,                0.95425,                0.77586,                0.86326,                0.63999,                0.96871,                0.49441,                 1.0722,             0.00044768,             0.00044768,             0.00044768
                    100,                0.60792,                0.37689,                 0.8935,                0.97279,                0.75862,                0.86251,                0.62857,                0.93044,                0.47976,                 1.0287,             0.00043184,             0.00043184,             0.00043184
                    101,                 0.5781,                0.36299,                0.88112,                0.97188,                0.75862,                0.86796,                0.63085,                0.94798,                0.48029,                 1.0114,               0.000416,               0.000416,               0.000416
                    102,                0.58674,                0.36508,                0.88179,                0.99595,                0.74138,                0.86261,                0.62747,                0.94407,                0.46896,                 1.0048,             0.00040016,             0.00040016,             0.00040016
                    103,                0.57357,                0.37036,                0.87213,                      1,                0.75578,                0.86641,                0.63279,                0.92223,                 0.4682,                0.99559,             0.00038432,             0.00038432,             0.00038432
                    104,                0.56221,                0.35189,                0.84977,                0.97756,                0.75106,                0.85648,                0.62234,                0.92618,                0.47542,                  0.984,             0.00036848,             0.00036848,             0.00036848
                    105,                0.59062,                0.35203,                0.86174,                0.97732,                0.74314,                0.85495,                0.63203,                0.92142,                0.44583,                0.98034,             0.00035264,             0.00035264,             0.00035264
                    106,                0.59127,                0.37315,                0.89939,                      1,                0.75478,                0.86003,                0.62854,                0.92846,                0.43202,                 1.0029,              0.0003368,              0.0003368,              0.0003368
                    107,                 0.5522,                0.35353,                0.87716,                0.97767,                  0.755,                0.85854,                 0.6163,                0.92287,                0.45013,                 1.0083,             0.00032096,             0.00032096,             0.00032096
                    108,                0.58718,                0.36003,                0.86613,                0.97367,                0.75862,                0.86262,                0.61456,                  0.961,                0.44667,                 1.0332,             0.00030512,             0.00030512,             0.00030512
                    109,                0.56617,                0.34501,                0.87228,                 0.9898,                0.75862,                0.85743,                0.62784,                0.94215,                  0.444,                  1.024,             0.00028928,             0.00028928,             0.00028928
                    110,                0.55349,                0.34566,                0.86592,                0.95264,                0.75862,                0.86131,                0.62526,                0.91821,                0.44773,                 1.0084,             0.00027344,             0.00027344,             0.00027344
                    111,                0.55816,                0.34869,                0.87402,                0.94845,                0.75862,                0.86428,                0.64596,                0.91535,                0.42965,                 1.0139,              0.0002576,              0.0002576,              0.0002576
                    112,                0.55272,                0.34374,                0.87879,                0.95725,                0.77218,                0.86296,                0.63084,                0.92406,                0.41096,                 1.0107,             0.00024176,             0.00024176,             0.00024176
                    113,                0.50657,                0.34314,                0.86494,                0.97777,                0.75832,                0.86568,                0.61582,                0.95821,                0.41389,                  1.025,             0.00022592,             0.00022592,             0.00022592
                    114,                0.54412,                0.33735,                0.86697,                0.98812,                0.75862,                0.87202,                0.62978,                0.93683,                0.41368,                 1.0156,             0.00021008,             0.00021008,             0.00021008
                    115,                0.54178,                0.32535,                 0.8578,                  0.923,                0.82666,                0.87003,                0.63805,                0.90632,                0.41867,                0.99109,             0.00019424,             0.00019424,             0.00019424
                    116,                0.53007,                0.31289,                0.84941,                 0.9546,                0.77586,                0.86763,                0.63712,                0.89548,                0.41954,                0.97525,              0.0001784,              0.0001784,              0.0001784
                    117,                0.55744,                0.31893,                0.84306,                 0.9572,                 0.7712,                0.86752,                0.64741,                0.88651,                0.41666,                0.96892,             0.00016256,             0.00016256,             0.00016256
                    118,                0.54386,                0.31342,                0.86984,                0.99858,                0.74138,                0.85203,                0.65496,                0.90333,                0.41902,                0.98454,             0.00014672,             0.00014672,             0.00014672
                    119,                0.54588,                0.31237,                0.82924,                0.97612,                0.74138,                0.84973,                0.64451,                0.90977,                0.42442,                 1.0088,             0.00013088,             0.00013088,             0.00013088
                    120,                0.51393,                0.31392,                0.83699,                0.97831,                0.74138,                 0.8462,                0.64417,                0.91062,                0.42236,                 1.0089,             0.00011504,             0.00011504,             0.00011504
                    121,                0.48025,                 0.2958,                0.85406,                0.97541,                0.74138,                0.84466,                0.63995,                0.90516,                0.41696,                 1.0035,               9.92e-05,               9.92e-05,               9.92e-05
                    122,                 0.4838,                0.30399,                0.85028,                0.97771,                0.75628,                0.85971,                0.63133,                0.91457,                0.41363,                 1.0054,              8.336e-05,              8.336e-05,              8.336e-05
                    123,                0.49447,                0.29509,                0.82317,                0.91918,                 0.7844,                0.85653,                0.62444,                0.93102,                0.41979,                 1.0091,              6.752e-05,              6.752e-05,              6.752e-05
                    124,                0.50183,                0.29824,                0.82616,                 0.9187,                 0.7931,                0.85898,                0.62416,                 0.9234,                0.41471,                 1.0048,              5.168e-05,              5.168e-05,              5.168e-05
                    125,                0.48929,                0.29194,                0.83032,                0.93889,                 0.7931,                 0.8638,                0.63923,                0.91124,                 0.4183,                0.99391,              3.584e-05,              3.584e-05,              3.584e-05
