                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                0.73158,                0.46682,                0.87679,                0.93094,                0.77586,                0.86158,                0.59725,                0.95899,                0.47843,                0.94507,              0.0005744,              0.0005744,              0.0005744
                     74,                0.70189,                0.44612,                0.88439,                0.88791,                0.75862,                0.85073,                0.57531,                0.95868,                0.45993,                0.94163,              0.0005546,              0.0005546,              0.0005546
                     75,                0.69934,                0.44275,                0.87353,                0.90135,                 0.7931,                0.87346,                 0.5966,                 1.0069,                0.47185,                0.96802,              0.0005348,              0.0005348,              0.0005348
                     76,                0.69943,                0.44917,                0.88703,                0.95795,                0.78568,                  0.881,                0.60054,                0.97274,                0.47527,                0.95623,               0.000515,               0.000515,               0.000515
                     77,                0.68049,                0.44056,                0.88487,                0.93524,                0.74704,                0.85759,                0.58449,                0.97736,                0.47155,                0.94564,              0.0004952,              0.0004952,              0.0004952
                     78,                0.66654,                0.43215,                0.86895,                0.98969,                0.77586,                0.87777,                0.56748,                 1.0023,                0.48214,                0.97107,              0.0004754,              0.0004754,              0.0004754
                     79,                0.67203,                0.44259,                0.88095,                0.99352,                 0.7931,                0.87457,                0.57294,                0.97876,                 0.4687,                0.95889,              0.0004556,              0.0004556,              0.0004556
                     80,                0.69907,                0.43266,                0.88335,                0.94875,                0.75862,                 0.8329,                0.57124,                0.93194,                0.49338,                 0.9613,              0.0004358,              0.0004358,              0.0004358
                     81,                0.67943,                 0.4515,                0.87336,                0.96463,                0.75862,                0.85589,                0.58599,                0.93503,                0.48003,                0.96086,               0.000416,               0.000416,               0.000416
                     82,                0.65976,                 0.4091,                0.85322,                0.96849,                0.75862,                0.85615,                0.56735,                0.95481,                0.47047,                0.95944,              0.0003962,              0.0003962,              0.0003962
                     83,                0.64104,                0.42599,                0.89076,                0.95648,                0.75783,                0.84902,                0.57557,                 0.9285,                0.47675,                0.95129,              0.0003764,              0.0003764,              0.0003764
                     84,                0.63852,                0.41613,                0.88085,                0.97775,                0.75763,                0.84228,                0.57476,                0.93814,                0.46902,                0.94627,              0.0003566,              0.0003566,              0.0003566
                     85,                0.67345,                0.43146,                0.87872,                0.93259,                0.75862,                0.84631,                0.58666,                0.96092,                 0.4707,                0.94865,              0.0003368,              0.0003368,              0.0003368
                     86,                0.67398,                0.43455,                0.86708,                0.95439,                 0.7931,                0.87077,                0.57923,                0.94598,                0.46393,                0.94878,               0.000317,               0.000317,               0.000317
                     87,                0.61485,                0.41117,                0.84223,                 0.9367,                0.76545,                0.85363,                0.58374,                0.96151,                0.47294,                0.95142,              0.0002972,              0.0002972,              0.0002972
                     88,                0.66289,                0.42572,                0.85611,                0.93687,                0.76766,                0.83435,                0.56778,                0.96012,                0.48578,                0.94039,              0.0002774,              0.0002774,              0.0002774
                     89,                0.62671,                0.39801,                0.85335,                0.93615,                0.77586,                0.84074,                0.58081,                0.95006,                0.47627,                0.95343,              0.0002576,              0.0002576,              0.0002576
                     90,                0.61718,                0.40685,                 0.8605,                0.95779,                0.78244,                0.87055,                0.58691,                0.93989,                0.45816,                0.95714,              0.0002378,              0.0002378,              0.0002378
                     91,                0.58994,                0.40742,                0.82146,                0.93692,                0.76835,                0.86582,                0.58305,                0.95131,                0.46862,                0.95201,               0.000218,               0.000218,               0.000218
                     92,                 0.6108,                0.40349,                0.83844,                0.90015,                0.77716,                0.87766,                0.58429,                0.94983,                0.49167,                0.94638,              0.0001982,              0.0001982,              0.0001982
                     93,                0.60207,                0.39368,                0.84436,                0.96599,                0.77586,                0.86399,                0.58751,                0.93647,                0.50014,                0.94465,              0.0001784,              0.0001784,              0.0001784
                     94,                0.57309,                0.38167,                 0.8278,                0.96067,                0.77586,                0.86209,                0.58817,                0.94367,                0.51328,                 0.9498,              0.0001586,              0.0001586,              0.0001586
                     95,                0.52308,                0.35776,                0.82608,                0.96894,                0.77586,                0.86422,                0.59142,                0.93275,                 0.5012,                0.94017,              0.0001388,              0.0001388,              0.0001388
                     96,                0.57713,                0.38137,                0.80767,                0.94096,                0.77586,                0.85956,                0.59163,                0.91261,                0.48337,                0.93035,               0.000119,               0.000119,               0.000119
                     97,                0.57366,                0.35912,                0.82917,                0.95802,                0.75862,                0.86002,                 0.5855,                0.92597,                0.48249,                0.94067,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.55233,                0.36273,                  0.826,                0.94346,                0.74138,                0.84014,                0.58531,                 0.9186,                0.47352,                0.94085,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.56642,                0.36737,                0.82297,                0.97082,                0.75862,                0.85539,                0.59276,                0.90603,                0.46502,                0.93342,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.54525,                0.35949,                0.81031,                0.97047,                0.75862,                0.85498,                0.58714,                0.90327,                0.45577,                0.93006,               3.98e-05,               3.98e-05,               3.98e-05
