                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.84162,                0.52152,                 0.9465,                0.97077,                0.67241,                0.84505,                0.58043,                0.98961,                0.54193,                0.97876,              0.0006536,              0.0006536,              0.0006536
                     36,                0.83014,                0.49942,                0.93811,                0.94093,                0.82396,                0.86519,                0.57726,                0.98274,                 0.5571,                0.97296,               0.000614,               0.000614,               0.000614
                     37,                0.84364,                0.50623,                0.95171,                0.91801,                0.81034,                0.87156,                0.59252,                0.96219,                0.51243,                 1.0574,              0.0005744,              0.0005744,              0.0005744
                     38,                0.80579,                0.48967,                0.93818,                0.85412,                 0.8076,                0.85737,                0.57587,                 1.0026,                0.52772,                  1.076,              0.0005348,              0.0005348,              0.0005348
                     39,                0.78628,                 0.4685,                0.92536,                0.88138,                0.76875,                 0.8468,                0.59452,                0.96745,                0.51865,                 1.0284,              0.0004952,              0.0004952,              0.0004952
                     40,                0.77436,                 0.4746,                0.94136,                0.90672,                 0.7931,                0.85818,                0.60736,                0.91522,                0.50521,                0.96461,              0.0004556,              0.0004556,              0.0004556
                     41,                0.80688,                0.52157,                0.93008,                0.96913,                0.77586,                0.85701,                0.58147,                 1.0084,                0.51953,                 1.0135,               0.000416,               0.000416,               0.000416
                     42,                0.77541,                0.46014,                0.89724,                0.95331,                0.77586,                0.87656,                0.60798,                0.97809,                0.51116,                  1.026,              0.0003764,              0.0003764,              0.0003764
                     43,                0.75993,                0.44876,                0.89594,                0.93871,                0.79221,                0.87613,                  0.596,                0.94612,                0.51893,                 1.0084,              0.0003368,              0.0003368,              0.0003368
                     44,                0.70777,                0.43281,                0.89738,                0.97809,                0.76968,                0.87245,                0.58811,                0.99605,                0.50795,                 1.0148,              0.0002972,              0.0002972,              0.0002972
                     45,                0.73091,                0.43607,                0.90669,                0.97824,                0.77494,                0.87212,                0.57627,                0.98016,                0.50202,                0.99264,              0.0002576,              0.0002576,              0.0002576
                     46,                0.75448,                0.44984,                0.90154,                0.95063,                0.75862,                0.85437,                0.58354,                 0.9361,                0.50009,                0.97373,               0.000218,               0.000218,               0.000218
                     47,                0.66611,                0.41222,                0.88563,                0.91757,                0.76778,                0.85349,                0.59404,                 0.9281,                0.48726,                0.97012,              0.0001784,              0.0001784,              0.0001784
                     48,                0.69629,                0.42519,                0.89344,                0.91679,                 0.7931,                0.86867,                0.60436,                0.91714,                0.47696,                0.96712,              0.0001388,              0.0001388,              0.0001388
                     49,                0.65057,                0.40271,                0.89002,                0.91211,                0.77586,                0.85558,                0.60602,                 0.9275,                0.47971,                0.96822,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                0.67691,                0.38916,                0.87124,                 0.9195,                0.78787,                0.85801,                0.60676,                0.92571,                 0.4701,                0.97495,               5.96e-05,               5.96e-05,               5.96e-05
